,Graze name,Cone,Color,Testing,Surface,Firing,Transparency,Recipe1,Recipe2,Recipe3,Recipe4,Recipe5,Recipe6,Recipe7,Recipe8,Recipe9,Recipe10,Recipe11,Recipe12,Recipe13
368,Green Willie Hillix,10,green to red,,,,,Nepheline syenite	42.86,Flint	23.47,Whiting	21.43,EPK	12.24,Bentonite	2.04,Copper carbonate	6.12,,,,,,,
369,Grey Blue Celadon,8 - 10,grey blue,,glossy,reduction,,Potash feldspar	79.63,Flint	14.30,Whiting	6.07,Iron oxide	2.26,Tin oxide	0.62,,,,,,,,
370,grey celadon,8 - 10,,,,,,Barium carbonate	2.04,Custer spar	61.23,Whiting	7.14,EPK	5.10,Silica	24.49,Black iron oxide	1.53,Bentonite	1.02,,,,,,
371,Grey Glaze,10,grey,,satin,reduction,,Kaolin	20.00,Custer feldspar	50.00,Dolomite	10.00,Whiting	10.00,Flint	10.00,,,,,,,,
372,Hawaiian Tan,10,tan,,semi-matte,,,Dolomite	33.33,Custer spar	30.00,Kentucky OM #4	33.33,,,,,,,,,,
373,Hendley's Albany Slip substitute:,7 - 10,brown black,,glossy,ox. or red.,,Redart	72.00,Whiting	10.00,Soda feldspar	8.00,Talc	5.00,EPK kaolin	5.00,,,,,,,,
374,Honey Doug's,10,yellow,,Semi-gloss,Reduction,Translucent,Custer feldspar	35.00,Wood ash	35.00,EPK	15.00,Dolomite	15.00,Zircopax	5.00,,,,,,,,
375,Honey Gold,8 - 10,Amber,,Gloss,,,Potash feldspar	37.50,Flint	26.80,Whiting	15.70,Ball clay	10.70,Barium carbonate	5.50,Gerstley borate	3.80,Red iron oxide	9.80,Manganese dioxide	3.60,Bentonite	2.00,,,,
376,Honey Weiser's,9,amber yellow,,Gloss,Reduction,Transparent,Potash feldspar	36.70,Flint	25.50,Whiting	18.90,Ball clay	9.20,Soda feldspar	5.10,Kaolin	2.60,Dolomite	2.00,Red iron oxide	8.00,,,,,
377,Hunter Green 2,10,dark green,,,,,Soda feldspar	54.55,Whiting	9.09,EPK	18.18,Dolomite	9.09,Flint	9.09,Cobalt carbonate	0.91,Chrome oxide	1.82,,,,,,
378,Hunter/Forest Green,10,varies,Untested,gloss,Ox. or Red.,,Alberta Slip	45.00,Whiting	25.00,Silica	20.00,Custer feldspar	10.00,Bentonite	23.00,,,,,,,,
379,Ian Currie T.S.1,10,iron red brown,,,,,Potash feldspar	39.48,Talc	6.15,Whiting	11.79,Kaolin	9.20,Silica	33.38,Red iron oxide	11.99,,,,,,,
380,Iron - Blue water,9 - 10,blue,,,,,Custer spar	38.89,Ball clay	18.89,Whiting	13.33,Flint	21.11,Dolomite	7.78,Iron chromate	2.22,Cobalt carbonate	0.56,,,,,,
381,Iron Rust,9 - 10,brown to black,Untested,shiny glossy,reduction,,Potash feldspar	45.92,Whiting	17.35,Kaolin	13.27,Silica	23.47,Red iron oxide	13.27,,,,,,,,
382,Israeli Blue #1,9 - 10,deep blue,,satin matte,reduction,,Soda feldspar	50.00,EPK	20.00,Magnesium carbonate	10.00,Whiting	10.00,Flint	10.00,Cobalt carbonate	2.00,Manganese dioxide	1.00,,,,,,
383,Jess' Rutile/Black,10,,Untested,,reduction o,,Kaolin	22.00,Potash feldspar	36.00,Dolomite	18.00,Whiting	4.00,Colemanite	4.00,Silica	16.00,Rutile	5.00,,,,,,
384,Johnston Nuka,10,White,Untested,Gloss,Reduction,,Potash feldspar	72.10,EPK	4.80,Wood ash	5.80,Rice hull ash	4.80,Silica	1.00,Nepheline syenite	7.70,Tin oxide	1.90,Ky white glaze clay	1.00,Lithium carbonate	1.00,,,,
385,K9,10,blue/purple,Untested,shiny glossy,reduction,,Custer feldspar	60.68,Kaolin	5.33,Dolomite	9.94,Ball clay	9.10,Barium carbonate	5.33,Whiting	4.81,Silica	4.81,Red iron oxide	2.09,Rutile	4.50,,,,
386,Kaki,10,,Untested,?,Ox. or Red.,,Red Art clay calcined	61.95,Custer feldspar	17.70,Silica	8.85,Kaolin	2.65,Dolomite	5.31,Bone ash	3.54,Red iron oxide	2.65,,,,,,
387,KAREN'S TOUCH GLAZE,10,on porcelain in OX THIN = warm,,Satin Matt,,Opaque,Kona F-4 feldspar	45.00,Dolomite	18.00,Whiting	4.00,EPK	9.00,Calcined kaolin	10.00,Flint	10.00,Bone ash	4.00,Tin oxide	4.00,Red iron oxide	1.00,,,,
388,KCAI BOUBARIC TESSHA SATURATE IRON,10,iron red brown,,,,,Kona F-4 feldspar	22.73,Whiting	18.18,Ball clay	29.55,Quartz	29.55,Red iron oxide	13.64,Bentonite	2.27,,,,,,,
389,Ken's Great Glaze,9-10,"Black, golden crystals, breaks tomato red",tested,Gloss,Reduction,Opaque,Potash feldspar	65.00,Ball clay	13.00,Whiting	11.00,Zinc oxide	10.00,Barium carbonate	1.00,Red iron oxide	3.00,Rutile	2.50,Copper carbonate	0.40,Bentonite	2.00,,,,
390,Korman Yellow,9 - 10,Yellow Opaque,Untested,Matt,Reduction,,Kona F-4 Spar	40.00,Barium carbonate	30.00,EPK	8.00,Flint	10.00,Dolomite	12.00,Red iron oxide	6.00,,,,,,,
391,L. G. Porcelain and Clear,9 - 10,Clear Light Green,Untested,Shiny or Glossy,Ox. or Red.,,Custer feldspar	27.00,OM-4 Ball clay	14.00,Whiting	20.50,Silica	31.50,Kaolin	7.00,,,,,,,,
392,Lab Fee Intense Red,8-10,Red,,Gloss,Ox. or Red.,Semi-opaque,Custer feldspar	20.00,Kona F-4 feldspar	22.00,Dolomite	10.00,Grolleg	20.00,Flint	12.00,Talc	8.00,Whiting	8.00,Cerdec Intensive Red stain	12.00,,,,,
393,Lavender Splotchy Glaze,10,lavender,Untested,Shiny or Glossy,reduction,Opaque,Barium carbonate	2.02,Calcined Zinc Oxide	4.04,Lithium carbonate	2.02,Whiting	14.14,Custer feldspar	50.51,Ferro frit 3134	7.07,"Silica, (325 mesh)	20.20",Copper carbonate	0.61,Tin oxide	1.01,Bentonite	1.01,,,
394,Leach 1234 Celadon,10,light green transparent,,glossy shiny,,,China clay	10.00,Whiting	20.00,Silica	30.00,Feldspar	40.00,Red iron oxide	4.00,,,,,,,,
395,Leach Blue,9 - 10,medium blue,,glossy,reduction,,G-200 feldspar	57.89,Whiting	23.16,Gerstley borate	4.21,Flint	14.74,Tin oxide	3.16,Cobalt carbonate	1.05,Manganese dioxide	0.53,,,,,,
396,Long Beach Blue,10,blue,,,,,Whiting	19.49,Custer feldspar	63.55,EPK	16.96,Cobalt carbonate	0.85,Rutile	4.00,,,,,,,,
397,Lucas Mottled Iron,8-10,,,,Reduction,,Whiting	29.00,Kentucky OM #4	30.00,Flint	29.00,Custer feldspar	12.00,Red iron oxide	17.65,,,,,,,,
398,Magnesium Mat-Carleton Ball,9 - 11,base glaze,,matte,Reduction,Opaque,Feldspar	41.00,Colemanite	12.00,Dolomite	7.00,Talc	15.00,Ball clay	5.00,Flint	20.00,,,,,,,
399,Magnesium Mat-Carleton Ball cone,9 - 11,base glaze,,matte,,,Feldspar	41.00,Colemanite	12.00,Dolomite	7.00,Talc	15.00,Ball clay	5.00,Flint	20.00,,,,,,,
400,Mamo,10,,,,,,Potash feldspar	53.30,Whiting	4.40,Dolomite	20.70,Kaolin	21.70,Tin oxide	8.70,,,,,,,,
401,Mamo Matt,10,,Untested,,reduction,,Kona F-4 Feldspar	58.82,Dolomite	23.53,Whiting	4.71,Calcined kaolin	12.94,Tin oxide	5.88,,,,,,,,
402,Mamo Satin Matt,9 - 10,Cream White Opaque,Untested,Satin Matt,Reduction,,Kona F-4 Spar	25.00,Custer feldspar	25.00,Dolomite	20.00,Whiting	5.00,EPK	10.00,Calcined kaolin	15.00,Tin oxide	6.00,,,,,,
403,Manganese Saturated Glaze,10,,,,Reduction,Opaque,Potash feldspar	84.10,Whiting	4.70,Talc	1.60,EPK	5.30,Silica	4.40,Red iron oxide	1.00,Manganese dioxide	25.00,,,,,,
404,Mashiko Synthetic AK5,10,,,,,,Kentucky OM #4	12.31,Calcined kaolin	12.10,Kona F-4 feldspar	33.62,Bone ash	0.53,Talc	5.57,Wollastonite	6.96,Silica	28.91,Titanium dioxide	0.53,Manganese dioxide	0.21,Red iron oxide (Spanish)	6.85,,,
405,Matt Butter,8-10,White,Tested,Satin matt,Oxidation,Opaque,Custer feldspar	36.00,Flint	26.00,Magnesium carbonate	15.00,Whiting	13.00,Ball clay	5.00,Zinc oxide	2.50,Barium carbonate	2.00,Bentonite	2.00,,,,,
406,Matte Pete's Strontium,9-10,,,Satin matt,Ox. or Red.,Opaque,Nepheline syenite	60.00,Lithium carbonate	1.00,Ball clay	10.00,Strontium carbonate	20.00,Flint	9.00,Bentonite	2.00,,,,,,,
407,Matt Clear,8,translucent clear,,matt,,,Cornwall Stone	45.05,EPK	19.82,Dolomite	20.72,Whiting	5.41,Talc	9.01,,,,,,,,
408,Matt Cushing,9 - 10,,,Satin matt,Reduction,Opaque,Custer feldspar	23.60,Dolomite	28.20,Kaolin	28.20,Whiting	13.60,Silica	6.40,,,,,,,,
409,Matte Cushing,9 - 10,White,Untested,Satin matt,reduction,Opaque,Custer feldspar	23.60,Dolomite	28.20,Kaolin	28.20,Whiting	13.60,Silica	6.40,,,,,,,,
410,Matte Hamada,10,White,,Matt,Reduction,Opaque,Potash feldspar	64.90,Ball clay	12.80,Whiting	11.10,Zinc oxide	10.00,Barium carbonate	1.30,Red iron oxide	3.10,Rutile	2.50,Copper carbonate	0.40,Bentonite	2.00,,,,
411,Matte Shannon's No-Craze Sr,9-10,,,Satin matt,Ox. or Red.,Opaque,Nepheline syenite	58.00,Strontium carbonate	26.00,Lithium carbonate	1.00,Kentucky OM #4	15.00,Flint	5.00,Nepheline syenite	100.00,,,,,,,
412,Mayan Blue,9 - 10,teal to dark blue,,,reduction,,Gerstley borate	50.00,EPK	15.00,Flint	35.00,Bentonite	20.00,Chrome oxide	10.00,Cobalt carbonate	10.00,,,,,,,
413,Metallic Gold Reynolds,6-10,Bronze metallic,,Satin matt,Ox. or Red.,Opaque,Redart	60.00,Ball clay	5.00,Flint	5.00,Manganese dioxide	45.00,Copper oxide	5.00,Cobalt oxide	5.00,,,,,,,
414,Metallic Manganese,9-10,Metallic bronze,,Metallic,Ox. or Red.,Opaque,Custer spar	80.70,Kona F-4 feldspar	3.50,Dolomite	1.80,Whiting	1.20,Ball clay	5.70,Flint	7.10,Red iron oxide	1.00,Manganese dioxide	30.00,Bentonite	2.00,,,,
415,Metallic Matt Black,6 - 9,Opaque metallic Black,Untested,Matte,Oxidation,,Wood Ash	25.00,Nepheline syenite	37.50,Talc	18.75,Ball clay	18.75,Iron oxide	2.50,Black copper oxide	3.75,Cobalt oxide	2.92,,,,,,
416,Michael Simon Tessha,8 - 10,iron red brown,,,,,Potash feldspar	25.72,Ball clay	27.88,Whiting	18.52,Flint	27.88,Red iron oxide	11.32,,,,,,,,
417,Milky Clear,11,,Untested,,Ox. or Red.,,EPK	15.38,Whiting	15.38,Custer feldspar	30.77,Silica	38.46,,,,,,,,,
418,Mint Green Matt,10,Green,,Matt,Soda,Semi-opaque,Barium carbonate	7.70,Whiting	15.40,Kona F-4 feldspar	38.50,EPK	23.10,Zinc oxide	7.70,Copper carbonate	0.50,Bentonite	2.00,,,,,,
419,Molasses VC,10,,,Gloss,Reduction,,Barnard clay	36.00,Custer feldspar	22.00,Gerstley borate	3.00,Wollastonite	14.00,Whiting	8.00,Flint	14.00,EPK	3.00,,,,,,
420,Molasses VC no GB,10,,,Gloss,Reduction,,Kaolin - theoretical	11.20,Custer feldspar	26.90,Dolomite	1.40,Wollastonite	24.90,Silica	26.00,Frit 3124	9.60,Red iron oxide	6.00,Manganese carbonate	2.20,Titanium dioxide	0.30,,,,
421,Moonglow,9-10,green,Tested,Waxy,Reduction,Opaque,Custer feldspar	34.90,Dolomite	15.40,Whiting	5.30,EPK	9.40,Silica	35.00,Black iron oxide	1.00,Cobalt carbonate	0.20,Chromium oxide	0.20,,,,,
422,Moonlight,10,rutile blue,Untested,"fluid glossy, shiny",Reduction,,Cornwall Stone	63.80,Gerstley borate	14.30,Flint	7.60,Whiting	7.60,EPK	4.80,Zinc oxide	1.90,Rutile	3.20,"Ilmenite, Powdered	2.04",,,,,
423,Murrow Variation,9 - 10,,,,,,Nepheline syenite	57.35,Kaolin	26.03,Lepidolite	15.62,Soda ash	1.00,,,,,,,,,
424,Navy w/gold flecks,10,navy blue w/gold flecks,Untested,?,Ox. or Red.,,Potash spar	40.00,Flint	25.00,Gerstley borate	10.00,Dolomite	10.00,Frit 3110	5.00,EPK	5.00,Whiting	5.00,Cobalt carbonate	0.02,,,,,
425,new glaze,,,,,,,,,,,,,,,,,,,
426,Nickel Buckwheat,7,buckwheat,,,,,Barium carbonate	2.86,Talc	10.48,Whiting	17.14,Feldspar	47.62,Kaolin	7.62,Flint	14.28,Nickel oxide	0.95,Red iron oxide	7.62,,,,,
427,Oatmeal,10,,,Matte,,,Feldspar	53.30,Dolomite	20.70,EPK	21.70,Whiting	4.40,Tin oxide	4.40,Zircopax	8.70,Yellow ochre	2.20,,,,,,
428,Oestreich Shino #2,9 - 10,,,,,,Nepheline syenite	42.90,Kona F-4 feldspar	10.30,Spodumene	14.50,Kentucky OM #4	14.30,EPK	14.30,Soda ash	3.80,,,,,,,
429,Oil spot,10-11,,,Gloss,Oxidation,Opaque,Soda spar	68.40,Silica	17.80,EPK	4.90,Talc	8.90,Red iron oxide	7.11,Cobalt carbonate	2.00,,,,,,,
430,Oil Spot #3 John's,10-11,Black w/ silver spots,,Gloss,Oxidation,Opaque,Soda spar	54.62,Silica	29.41,Whiting	4.20,EPK	7.56,Dolomite	4.20,Red iron oxide	6.72,Cobalt carbonate	4.20,,,,,,
431,Oil Spot Bailey's,10-11,black w/brown spots,Untested,Gloss,Oxidation,Opaque,Custer feldspar	25.51,Soda spar	35.71,EPK	15.30,Talc	5.10,Dolomite	5.10,Frit 3110	5.10,Silica	8.16,Red iron oxide	6.00,,,,,
432,Oil Spot Harding,10,,,Gloss,Reduction,Opaque,Custer feldspar	23.60,Silica	29.20,Whiting	18.00,Ball clay	29.20,Red iron oxide	13.50,,,,,,,,
433,Oil Spot Harding Cover,10,,,Gloss,Reduction,Opaque,Custer feldspar	45.00,Silica	10.50,Whiting	10.50,Kaolin	17.60,Barium carbonate	11.80,Zinc oxide	4.60,Zircopax	15.50,yellow stain	10.00,,,,,
434,Oil Spot Marcia's,9 - 10,Mahogany Brown,Untested,,Ox. or Red.,,Cedar Heights Redart Clay	80.00,Spodumene	20.00,,,,,,,,,,,
435,Oil spot Traditional,10-11,,,Gloss,Oxidation,Opaque,Custer feldspar	80.18,Silica	5.66,Whiting	3.77,Talc	4.71,Bone ash	5.66,Red iron oxide	8.50,,,,,,,
436,Oilspot Red,9-10,Red,untested,Gloss,Ox. or Red.,Opaque,Feldspar	37.00,Whiting	3.10,Barium carbonate	3.10,Kentucky OM #4	7.00,Talc theoretical	5.70,Flint	32.60,Bone ash	11.50,Red iron oxide	13.00,,,,,
437,Opal Blue,10,blue,Untested,?,reduction,,Neph Sy	35.57,Dolomite	17.13,Zinc oxide	2.49,Whiting	3.12,Kaolin	5.92,Flint	35.77,Rutile	5.01,,,,,,
438,Opal Feldspathic,9-10,Clear pearly,,Gloss,Reduction,Translucent,Feldspar	58.00,Whiting	17.00,Flint	14.00,Ball clay	6.00,Zinc oxide	5.00,,,,,,,,
439,ORANGE RED,10,orange red,Untested,,reduction,,Nepheline syenite	47.30,Gerstley borate	14.20,Flint	27.50,Whiting	9.30,Zinc oxide	1.70,Copper carbonate	0.30,Tin oxide	1.00,,,,,,
440,Orange Temple,10,Orange,,,Reduction,,Custer feldspar	48.00,Cornwall Stone	17.00,Whiting	17.00,Tennessee #10	9.00,Zinc oxide	3.00,EPK	6.00,Red iron oxide	3.60,Rutile	2.40,,,,,
441,Oribe Shaner,10 - 11,green,Untested,gloss,reduction,Semi-opaque,Custer feldspar	30.90,Silica	25.30,Whiting	22.40,Talc	7.80,EPK	12.60,Bone ash	1.10,Bentonite	1.10,Copper carbonate	5.50,,,,,
442,Oxidation Iron Red,8 - 9,iron red,,,,,China clay	6.83,Potash feldspar	50.73,Flint	14.63,Whiting	2.44,Bone ash	14.63,Talc	10.73,Red iron oxide	9.76,,,,,,
443,Persimmon,9 - 10,,,,Ox. or Red.,,Custer feldspar	71.42,Silica	14.29,Whiting	14.29,Bentonite	3.06,Red iron oxide	2.04,Rutile	3.06,,,,,,,
444,Peter Lane's Crackle,7 - 9,,Untested,,Ox. or Red.,,Cornwall Stone	85.00,Whiting	15.00,,,,,,,,,,,
445,Pewter Spotty Matt,10,Gray,,Matt,Reduction,Opaque,Custer feldspar	47.00,Whiting	18.00,EPK	7.00,Silica	28.00,Titanium dioxide	8.00,Rutile	4.00,Red iron oxide	15.00,,,,,,
446,Pink Nickel Crystal,9,,,Satin matt,Oxidation,Transparent,Custer feldspar	34.00,Flint	12.00,EPK	4.00,Barium carbonate	36.00,Zinc oxide	14.00,Black nickel oxide	2.00,,,,,,,
447,pink nickel crystal Bohls,9,Pink,,Satin matt,Oxidation,Opaque,Custer feldspar	34.00,Flint	12.00,EPK	4.00,Barium carbonate	36.00,Zinc oxide	14.00,Black nickel oxide	2.00,,,,,,,
448,Pink Shocking,7 - 9,Pink,Untested,satin matt,Ox. or Red.,Opaque,Potash feldspar	35.00,Barium carbonate	40.00,Zinc oxide	15.00,China clay	5.00,Silica	5.00,Nickel oxide	1.50,,,,,,,
449,Pink-Beige,10,pink to beige,,,,,Potash feldspar	43.01,Whiting	21.51,EPK	10.75,Flint	21.51,Zinc oxide	3.23,Rutile	7.53,Bentonite	2.15,,,,,,
450,Plum Dark,9 - 10,blue brown,,glossy,reduction,Translucent,Nepheline syenite	35.70,Dolomite	15.30,Silica	30.60,Strontium carbonate	6.10,Whiting	8.20,EPK	4.10,Manganese dioxide	4.10,Cobalt oxide	0.50,,,,,
451,Plum to Black V.C. IR-A,9 - 10,Plum to black,Untested,Glossy,Reduction,Opaque,Custer spar	35.00,Gerstley borate	20.00,Whiting	15.00,EPK	10.00,Flint	20.00,Red iron oxide	10.00,,,,,,,
452,Purple (from Walter Donald Kring),9 - 10,Purple,Untested,"glossy, shiny",reduction,Opaque,Dolomite	9.40,Gerstley borate	13.60,Whiting	2.70,Zinc oxide	1.80,Potash feldspar	43.60,Kaolin	1.80,Flint	27.10,Cobalt carbonate	0.05,Copper carbonate	0.50,Tin oxide	3.00,,,
453,Purple Coleman's,10,purple red,Untested,"shiny, glossy",Ox. or Red.,Opaque,Barium carbonate	5.00,Dolomite	5.00,Gerstley borate	5.00,Whiting	8.00,Zinc oxide	2.50,Custer feldspar	49.80,"Silica, 200 mesh	24.90",Tin oxide	1.00,Cobalt carbonate	0.20,Copper carbonate	2.00,,,
454,Purple Emily,9,Purple,Untested,matt,Ox. or Red.,Opaque,Potash feldspar	41.00,Colemanite	12.00,Dolomite	7.00,Talc	15.00,Tennessee #5 ball clay	5.00,Silica	20.00,Cobalt oxide	2.00,Bentonite	2.00,Tin oxide	2.00,,,,
455,Purple Emily's,10,Purple,,Waxy,Ox. or Red.,Opaque,Potash feldspar	41.00,Gerstley borate	12.00,Dolomite	7.00,Talc	15.00,Ball clay	5.00,Silica	20.00,Bentonite	2.00,Cobalt oxide	2.00,Zircopax	3.00,,,,
456,Purple Haze,10,Purple,,Waxy,Reduction,Opaque,Custer feldspar	50.00,Whiting	8.80,Silica	21.30,Kaolin	2.70,Gerstley borate	6.90,Dolomite	6.40,Zinc oxide	4.20,snno	3.20,Copper carbonate	1.10,Titanium dioxide	3.50,,,
457,Purple Rain,8,,,,,,Custer feldspar	50.89,Silica	25.45,Whiting	8.14,Dolomite	5.09,Gerstley borate	5.09,Barium carbonate	5.09,Zinc oxide	0.25,Tin oxide	1.02,Copper carbonate	2.03,Cobalt carbonate	0.25,,,
458,Raspberry Red to Pale Seagreen,10,Raspberry Red to Pale Seagreen,Untested,Shiny or Glossy,reduction,,Custer feldspar	30.91,Whiting	22.36,Silica	25.32,Talc	7.81,EPK	12.55,Bone ash	1.05,Copper Oxide	5.49,,,,,,
459,Red Bailey's,10,red-brown,,Semi-gloss,Reduction,Opaque,Custer feldspar	47.00,Silica	13.00,Kaolin	13.00,Talc	10.50,Bone ash	14.00,Lithium carbonate	2.50,Red iron oxide	8.00,,,,,,
460,Red Copper,9-10,Red,,Gloss,Reduction,Opaque,Gillespie borate	8.00,Whiting	15.00,Nepheline syenite	13.00,EPK	9.00,Flint	30.00,G-200 feldspar	25.00,Tin oxide	2.00,Copper carbonate	1.50,,,,,
461,Red Lab Fee Intense,8-10,Red,,Gloss,Ox. or Red.,Semi-opaque,Custer feldspar	20.00,Kona F-4 feldspar	22.00,Dolomite	10.00,Grolleg	20.00,Flint	12.00,Talc	8.00,Whiting	8.00,Cerdec Intensive Red stain	12.00,,,,,
462,Red Oharata,9 - 12,"Red, gold, yellow",,Satin matt,Reduction,Opaque,Ball clay	6.00,Custer feldspar	48.00,Flint	22.00,Talc	6.00,Whiting	6.00,Bone ash	12.00,Red iron oxide	10.00,Bentonite	3.00,,,,,
463,Red Shaner,10,Red Red-Brown,Untested,Satin matt,Reduction,Opaque,Custer spar	50.00,EPK	7.00,Whiting	20.00,Talc	4.00,Calcined kaolin	15.00,Bone ash	4.00,Iron oxide	3.80,,,,,,
464,Rene' Ben Lisa (France),10,dark green with iron,Untested,glossy shiny,Reduction,,Potash feldspar	54.55,Whiting	13.64,Flint	22.73,Kaolin	4.55,Barium Carb	4.55,yellow ochre	4.55,,,,,,,
465,Rhodes Magnesia Base,10,,,semi-matte,,,Custer spar	42.86,Gerstley borate	12.38,Dolomite	6.67,Talc	14.29,EPK	4.76,Silica	19.05,,,,,,,
466,Rivulet #1 + #2,9,,,Satin matt,Oxidation,Translucent,Flint	10.00,EPK	10.00,Ball clay	20.00,Whiting	30.00,Dolomite	7.50,Barium carbonate	12.50,Strontium carbonate	10.00,,,,,,
467,Rivulet V.C.,9 - 10,Yellow green,Untested,Glossy and Matt,Reduction,,Ball clay	30.00,Whiting	30.00,Barium carbonate	15.00,Dolomite	15.00,Flint	10.00,Red iron oxide	4.00,,,,,,,
468,Rivulet V.C.,9 - 10,Yellow green,Untested,Glossy and Matt,Reduction,,Ball clay	30.00,Whiting	30.00,Barium carbonate	15.00,Dolomite	15.00,Flint	10.00,Red iron oxide	4.00,,,,,,,
469,Rivulet V.C. #1,9,White,,Satin matt,Oxidation,Opaque,Flint	10.00,EPK	20.00,Ball clay	10.00,Whiting	30.00,Strontium carbonate	20.00,Barium carbonate	10.00,,,,,,,
470,Rivulet V.C. #1 from Bohls,9,White,,Satin matt,Oxidation,Opaque,Flint	10.00,EPK	20.00,Ball clay	10.00,Whiting	30.00,Strontium carbonate	20.00,Barium carbonate	10.00,,,,,,,
471,Rivulet VC 1 + 2,9,White,,,Oxidation,,Flint	10.00,EPK	10.00,Ball clay	20.00,Whiting	30.00,Dolomite	7.50,Barium carbonate	12.50,Strontium carbonate	10.00,,,,,,
472,Ruth Ballou's Slip,5-10,,Untested,,Ox. or Red.,,Nepheline syenite	25.00,Ball clay	20.00,EPK	20.00,Silica	30.00,Borax	5.00,Bentonite	2.00,,,,,,,
473,Rutile Blue,10,rutile blue,,"shiny, glossy",,,Potash feldspar	32.20,Whiting	20.50,Flint	19.50,EPK	16.60,Talc	11.20,Rutile	8.30,,,,,,,
474,Rutile Blue #1,9 - 10,tan to light blue,,satin to glossy,reduction,,G-200 feldspar	32.20,Whiting	20.50,Flint	19.50,EPK	16.60,Talc	11.20,Rutile	8.30,,,,,,,
475,Rutile Blue #2,9 - 10,tan to blue,,satin to gloss,reduction,,Dolomite	15.80,G-200 feldspar	30.00,Whiting	11.10,EPK	16.80,Flint	26.30,Rutile	8.00,,,,,,,
476,Rutile Blue I,10 - 11,rutile blue,,glossy,reduction,,Custer spar	28.90,Whiting	20.60,EPK	18.90,Flint	31.60,Rutile	7.00,,,,,,,,
477,Rutile Blue II,10,rutile blue,,glossy,reduction,,Dolomite	15.80,Custer spar	30.00,Whiting	11.10,EPK	16.80,Flint	26.30,Rutile	8.00,,,,,,,
478,Rutile Blue SEGAR,9 - 10,blue to rust,,glossy shiny,Reduction,Semi-opaque,Potash feldspar	42.00,Flint	27.00,Ball clay	13.00,Whiting	18.00,Black iron oxide	4.00,Titanium dioxide	4.00,,,,,,,
479,Rutile Mix,10,,,,Ox. or Red.,,Rutile	50.00,Gerstley borate	50.00,,,,,,,,,,,
480,Sapergia Base,10,,,,,,Talc	9.84,Whiting	17.97,Custer feldspar	28.28,Alberta slip	12.50,Kaolin	14.38,Silica	17.03,Rutile	7.34,,,,,,
481,Satin in Theory,,,,,,,Feldspar theoretical	19.00,Dolomite	6.00,Whiting	12.00,Kaolin - theoretical	14.00,Silica	48.00,,,,,,,,
482,Satin Mat Carlton Ball,7 - 9,Clear,,satin matte,Ox. or Red.,Translucent,Feldspar	56.10,Nepheline syenite	15.40,Whiting	13.30,Kaolin	8.60,Barium carbonate	6.60,,,,,,,,
483,Satin Matt G218 Conrad's,5-9,Translucent White,Untested,Satin Matte,Ox. or Red.,,Soda feldspar	47.00,Flint	15.00,Talc	14.00,Gerstley borate	12.00,Dolomite	8.00,Kaolin	4.00,,,,,,,
484,Satin matt speckled light tan,8 - 9,speckled light tan,Untested,Satin matt,Oxidation,,Albany Slip	50.00,Talc	40.00,Whiting	10.00,,,,,,,,,,
485,Satin Matte Robin Hopper,10,White,,Satin matt,Reduction,Semi-opaque,Feldspar	45.00,Dolomite	20.00,Gerstley borate	10.00,Kaolin	20.00,Tin oxide	8.00,,,,,,,,
486,satin mix M3,9-10,,,,,,Cornwall Stone	21.00,EPK	28.00,Talc	10.00,Whiting	17.00,Strontium carbonate	12.00,Silica	13.00,,,,,,,
487,Satin Nightmare,9 - 10,metallic brown to red,,satin matte,reduction,,Cornwall Stone	50.00,EPK	25.00,Whiting	25.00,Red iron oxide	8.00,,,,,,,,,
488,Satin Rick Haynes,9 - 10,White,,Sensuous Satin matt,Ox. or Red.,Semi-opaque,Whiting	8.00,Flint	30.00,Nepheline syenite	45.00,Talc theoretical	7.00,Dolomite	10.00,Bentonite	3.00,,,,,,,
489,Satin Rick Haynes,9 - 10,White,Untested,Satin matt,Ox or Red,Semi-opaque,Whiting	8.00,Flint	30.00,Nepheline syenite	45.00,Talc	7.00,Dolomite	10.00,Bentonite	2.00,,,,,,,
490,Saturated Iron Earlham,9,Brown,,Gloss,Reduction,Opaque,Feldspar	49.00,Whiting	18.00,EPK	13.00,Flint	20.00,Red iron oxide	12.00,Bentonite	2.00,,,,,,,
491,Saturated Iron Oharata Red,9 - 12,"Red, gold, yellow Opaque",Untested,Satin,Reduction,,Ball clay	6.00,Custer feldspar	48.00,Flint	22.00,Talc	6.00,Whiting	6.00,Bone ash	12.00,Red iron oxide	10.00,Bentonite	3.00,,,,,
492,Saturated Iron Ohata Kaki,9-10,Red,Tested,Semi-gloss,Reduction,Opaque,Custer feldspar	51.90,Flint	22.90,EPK	7.20,Talc	7.20,Bone ash	10.80,Red iron oxide	12.00,,,,,,,
493,Saturated Iron Persimmon,9 - 10,Iron Red,Untested,Semi-gloss,reduction,Opaque,Custer feldspar	71.42,Silica	14.29,Whiting	14.29,Bentonite	3.06,Red iron oxide	2.04,Rutile	3.06,,,,,,,
494,Saturated Iron Red,8 - 9,iron red,Untested,Semi-gloss,oxidation,Opaque,China clay	6.83,Potash feldspar	50.73,"Flint, or Quartz	14.63",Whiting	2.44,Bone ash	14.63,Talc	10.73,Red iron oxide	9.76,,,,,,
